answer,question
"[""Spanish""]",who is the voice of the wolf in hoodwinked
"[""35""]",first indian chief justice of bombay high court
"[""August 17, 2018""]",when did manchester united win the uefa super cup
"[""18 August 2011""]",where was the last man on earth filmed
"[""Potassium chlorate""]",who was our second president of the united states
"[""six""]",when did the bee movie come out usa
"[""Tuticorin (Thoothukudi)""]",linden dollars created for use in second life are an example of
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who showed up as winter ended and helped train the continental army
"[""1988""]",who was the first speaker of independent indian lok sabha
"[""Greek""]",who wrote what's up 4 non blondes
"[""18""]",what is the robots name in power rangers
"[""March 25, 2011""]",where are the elytra located if they are present on an insect
"[""1982""]",when was fly me to the moon by frank sinatra released
"[""University of South Carolina""]",who sings i get by with a little help
"[""1981""]",where is new year's eve celebrated first
"[""four""]",when did the nec first introduce afci protection to the code
"[""March 9, 2018""]",when did the mortal instruments series come out
"[""New Netherland""]",who is the girl that plays in resident evil
"[""18""]",who played the grandma in i feel pretty
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when is howard stern going on david letterman
"[""Guaranteed Rate Field""]",what is the name of the washington dc baseball team
"[""King Edward Peak""]",the invasion of kuwait by iraq resulted in a conflict that became known as
"[""rose window""]",who dropped out of harvard and became the person many refer to as the founder of public relations
"[""4""]",who plays the flash on the tv series
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who was the school of athens painted for
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",how big is the shark from the shallows
"[""Matthew Prokop""]",when does my hero academia season 3 release
"[""April 1, 1999""]",how many episodes are in season 1 of letterkenny
"[""Marvin Gaye""]",who played neil curtis on days of our lives
"[""Ryan ten Doeschate""]",what are the two symbols on the patriots field
"[""2018""]",who sang you didn't have to love me like you did
"[""Alex Rodriguez""]",what does the ef stand for in tornado
"[""August 27, 2017""]",when did the british first use gas in ww1
"[""Evaluation and management""]",where do blue-green algae get their energy from
"[""1988""]",when was the hymn in the garden written
"[""James Arthur""]",what day does the chinese lunar new year fall on the gregorian calendar this year
"[""Miguel Cabrera""]",which musical is send in the clowns from
"[""Marvin Gaye""]",the highest goal scorer in la liga this season
"[""March 9, 2018""]",who plays rachel's sister in the bodyguard
"[""Lionel Messi""]",who was the first speaker of independent indian lok sabha
"[""Spanish""]",what's it called when you change the lyrics of a song
"[""1942""]",who played mercutio in romeo and juliet 1996
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who had the highest batting average for the 1980 philadelphia phillies
"[""Ryan ten Doeschate""]",who plays eddie on season 8 of shameless
"[""March 9, 2018""]",when did seat belts become compulsory in victoria
"[""Citytv""]",who sang oh what a night in the 70's
"[""Australia""]",who played freddy krueger in the 2010 nightmare on elm street
"[""Mexico"",""Soviet Union""]",first woman to be hung in arizona territory
"[""December 2003""]",when is the last episode of the originals going to air
"[""1981""]",toilet ek prem katha full movie running time
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when was the pyramid at the louvre built
"[""Pom Klementieff""]",what is the band on a cigar for
"[""San Antonio""]",who was known as the father of roman poetry and wrote annales an epic poem about the history of rome
"[""December 15, 2017""]",what is the first of the seven deadly sins
"[""10""]",what is the movie the imitation game about
"[""Pom Klementieff""]",where does it talk about joseph in the bible
"[""Bella Dayne""]",who sings the 21 jump street theme song
"[""Eli Marienthal""]",blank madly deeply number one hit for savage garden
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who wrote the original version of stairway to heaven
"[""Niagara River""]",who began the revival of the olympic games
"[""Dev"",""Devin Star Tailes""]",who won nashville star when miranda lambert was on
"[""four""]",when does the college basketball ap poll come out
"[""35""]",the 3 types of customers in the nps model
"[""March 27, 2018""]",who is performing at nba all star game half time
"[""2018""]",what type of paper was the bible written on
"[""July 16, 2017""]",what is the american league record for most consecutive wins
"[""Queen's Park""]",when does the next doc martin series start
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who played cory in that's so raven
"[""eastward, in prograde motion""]",how many episodes in the shooter on netflix
"[""in 2018""]",who discovered the subatomic particles of an atom
"[""Anderson Silva""]",who plays young snow on once upon a time
"[""179""]",who founded the first british colony in the new world at roanoke island
"[""Eagles""]",which indian social reformer was also a judge
"[""Miguel Cabrera""]",who is the highest goal scorer in the epl
"[""Lake Baikal""]",who sang the song please come to boston
"[""Elstree Studios""]",what is the population of oak ridge tn
"[""Lake Baikal""]",when was the last time olympics was in the us
"[""PewDiePie""]",when was the last time the rangers were in the stanley cup
"[""Greek""]",star cast of kuch tum kaho kuch hum kahein
"[""1974""]",who has been appointed new president of the indian council of cultural relations
"[""Marvin Gaye""]",who sings you're a mean one mr grinch song
"[""West Indies""]",radiocarbon dating is based on which decay process
"[""Spanish""]",what relation is michelle connor to carla connor
"[""1974""]",movie about a train going around the world
"[""July 16, 2017""]",when is season 7 of game of thrones being released
"[""Molt Taylor""]",how long does a permanent resident visa last in australia
"[""17""]",who has the most home runs as a yankee
"[""18 August 2011""]",the browser program that comes with windows 10
"[""2015""]",when did starcraft 2 go free to play
"[""State governments""]",who works on the floor of the nyse
"[""A concerto""]",when is the new start wars coming out
"[""PewDiePie""]",where did the battle of kadesh take place
"[""1900""]",who played johnny cash in i walk the line
"[""Marvin Gaye""]",when was the last time jaguars were in the playoffs
"[""produces a lubricating mucus""]",when is the maze runner 2 coming out
"[""Australia""]",somatic nervous system consists of nerve fibers that connect the cns to the
"[""China""]",when does telltale's guardians of the galaxy episode 3 come out
"[""eastward, in prograde motion""]",when did my ding a ling come out
"[""after a minor infringement""]",how many pages is a time to kill
"[""35""]",who sings i'm never going to give you up
"[""2010""]",who plays granny in once upon a time
"[""Venus""]",what is the function of the smooth endoplasmic reticulum quizlet
"[""1974""]",who make up the governing body of jehovah's witnesses
"[""10""]",who plays cinderella's mother in the 2015 movie
"[""March 9, 2018""]",who wrote is you is or is you ain't my baby lyrics
"[""2017""]",which is known as the apex court of india
"[""four""]",how many episodes are there in moon lovers
"[""1942""]",who wrote how do you mend a broken heart
"[""Saddam Hussein""]",what was dan aykroyd's name in trading places
"[""Dylan""]",dancing girl statue discovered in mahenjodaro is made of
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what was germany before it was called germany
"[""Australia""]",the clash should i stay or should i go year of release
"[""Eli Marienthal""]",who played helen in when harry met sally
"[""71%""]",when did burning man move to black rock city
"[""1988""]",when was james and the giant peach published
"[""71%""]",who played barbara castle in made in dagenham
"[""December 15, 2017""]",what is the largest fish in the amazon
"[""July 16, 2017""]",who laid the foundation of space science in india
"[""Welton Academy""]",avengers assemble season 4 episode 21 air date
"[""Queen's Park""]",when was bharat stage norms introduced in india
"[""King Edward Peak""]",what animal was used as a code name for mac os x 10.3
"[""State governments""]",who plays edmure tully in game of thrones
"[""1984""]",when did the galaxy note 7 come out
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who's hosting the super bowl in 2019
"[""Saddam Hussein""]",when was i know why the cage bird sings written
"[""Thurl Ravenscroft""]",who played zeus in clash of the titans
"[""2017""]",who has scored most runs in t20 matches
"[""Saddam Hussein""]",who is the little girl dancing in sia videos
"[""eastward, in prograde motion""]",where is walnut grove on little house on the prairie
