answer,question
"[""April 28, 2017""]",when was the last time toronto won the stanley cup
"[""Emmanuel Macron""]",state the general molecular formula for a monosaccharide
"[""35""]",who does the voice of ron cadillac on archer
"[""2018""]",who plays the mother in a series of unfortunate events
"[""AD 80""]",who is doc brown in back to the future
"[""video editing""]",whos the gm of the oakland a's
"[""Spanish""]",when did the new freaky friday come out
"[""2010""]",when did the south china tiger become endangered
"[""Stephen Collins Foster""]",who coined the phrase manifest destiny and what does it mean
"[""United Kingdom"",""England"",""London""]",who was the first woman pm of india
"[""April 9, 2018""]",where was the last man on earth filmed
"[""John Masefield""]",drugs that are similar to the male hormone testosterone are called
"[""August 21, 2017""]",who does sansa marry on game of thrones
"[""1980""]",who plays burt in i can only imagine
"[""1971""]",where is season 8 of ex on the beach
"[""Matthew Prokop""]",how many stars in the milky way nasa
"[""Yann Martel""]",when did atwood wrote the handmaid's tale
"[""Jimmie Johnson""]",where was the movie 10 cloverfield lane filmed
"[""India""]",when was the taming of the shrew written
"[""February 14, 2016""]",who has a black yellow and red flag
"[""Zone Improvement Plan""]",who plays the voice of megara in hercules
"[""October 13, 2017""]",where is the main campus of gmc located
"[""Spanish""]",who plays batman in the movie justice league
"[""Félix Hernández""]",when was guess who's coming to dinner made
"[""Weapon XI""]",large trash island in the middle of the pacific
"[""video editing""]",the one that got away music video cast
"[""redox reactions""]",who did jim parsons play in judging amy
"[""produces a lubricating mucus""]",who is running in the alabama senate special election
"[""Jimmie Johnson""]",who plays caputo on orange is the new black
"[""Democrats""]",when did the song staying alive come out
"[""September 12, 2006""]",when was the last time the united states had a partial solar eclipse
"[""Jason Michael Lee""]",who sang the song bang bang in kill bill
"[""Twenty-seven""]",who are the current members of the us supreme court
"[""the tifosi""]",where does the kentucky river meet the ohio river
"[""2000""]",who wrote this guy's in love with you
"[""Belgium""]",who played mary ellen on leave it to beaver
"[""Tinnitus""]",where is the ribeye steak located on a cow
"[""20""]",how many times have the cavs been to the finals
"[""Gulf of Mexico""]",who sang all i really want to do
"[""May 5, 1992""]",which mythological figures adopted and raised by a king of mithila
"[""Jonathan Richman""]",who plays guitar on rihanna's wild thoughts
"[""2024""]",who wrote the original version of stairway to heaven
"[""Gayla Peevey""]",who has won the champion league the most
"[""President of the Legislative Council""]",when was the first radio put in a car
"[""Joseph Smith""]",when did the new russian calendar go into effect
"[""1967""]",who sang i wanna be like you
"[""India""]",when did the queen became queen of england
"[""1971""]",who was the first black quarter back in nfl
"[""Dash""]",which is india's second city to get the metro rail
"[""May 1999""]",during what months would you expect most wildfires to occur in florida
"[""Cambridge""]",what was new york called before it was new york
"[""Liverpool""]",when does captin underpants the movie come out
"[""Spanish""]",who plays batman in the movie justice league
"[""Samuel Beckett""]",what season is it's a trap family guy
"[""Samuel Beckett""]",who won dancing with the stars season 15
"[""1988""]",when does the last jedi come out in the united states
"[""NBC""]",when did we stop teaching the bible in schools
"[""Minnesota""]",what do we call the celestial coordinate that is similar to the earths longitude coordinate
"[""Zone Improvement Plan""]",when was the neutrality act of 1937 passed
"[""November 5, 2004""]",who won the 2018 us golf open championship
"[""Gayla Peevey""]",who is called the father of english learning
"[""Gallery""]",who had the best batting average in baseball history
"[""Thurl Ravenscroft""]",what is the first novel of english literature
"[""six""]",when was the first death wish movie made
"[""18""]",who has the most rbi's in one game
"[""1982""]",where did the tebhaga movement occur in 1946
"[""Liverpool""]",who played wildor in masters of the universe
"[""NBC""]",who scored the first own goal in fifa world cup history
"[""Democrats""]",which country will host the summer olympics in 2020
"[""A concerto""]",who was defeated in second battle of tarain
"[""Spanish""]",when does the school year start in vietnam
"[""Tinnitus""]",who plays the hairdresser in she's the man
"[""2018""]",when did the vietnam war start and end
"[""Arunachal Pradesh""]",when was the last time kobe was in the playoffs
"[""Lieutenant General Jagjit Singh Aurora""]",who won gold medal in rio paralympics in high jump
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what war was taking place in wonder woman
"[""Thurl Ravenscroft""]",this was invented at london club called the cat whiskers
"[""July 16, 2017""]",what is the origin of the name cynthia
"[""Eileen Davidson"",""Brynn Thayer""]",who's the guy that does the diet dr. pepper commercials
"[""13""]",king gizzard and the lizard wizard 2 drummers
"[""Marvin Gaye""]",who is the girl wolverine fights in x2
"[""10""]",who is broadcasting the super bowl on sunday
"[""about 4.54 billion years ago""]",who won the last season of face off all stars
"[""Sam Elliott""]",where is lebron on the all time scoring list
"[""Dash""]",who are the actors that have played james bond
"[""Minnesota""]",who holds the record for most free throws made in a row
"[""Amalie Arena in Tampa""]",avengers assemble season 4 episode 21 air date
"[""fertilization""]",a composer famous for his fugues especially the collection the well-tempered clavier
"[""PewDiePie""]",what is simon's last name in city of bones
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",who sings the song breathe from grey's anatomy
"[""Highlands North, Johannesburg""]",when did the red iphone 7 come out
"[""Lieder""]",how many times has tom brady won super bowl mvp
"[""1.000""]",what does el morro mean in puerto rico
"[""Australia""]",percent of african american population in the united states
"[""18""]",who plays emma on once upon a time
"[""Emma Thompson""]",which star wars movie was boba fett in
"[""1981""]",how many episodes are going to be in riverdale season 2
"[""September 21, 2018""]",what type of epithelial tissue forms the lining of the stomach
"[""1980""]",who did hannah gave birth to in the bible
"[""1982""]",how many french speaking country in west africa
"[""enzymes""]",who won the world cup the most time
"[""the maturation phase""]",who played mary magdalene passion of the christ
"[""2000""]",who does the voiceover on how i met your mother
"[""Emma Thompson""]",what is the oldest website in the world
"[""1981""]",what is the population of the des moines area
"[""2005""]",how many stadiums are there in the us
"[""American singer Kehlani""]",when was congress supposed to meet according to the original constitution
"[""Samuel Beckett""]",who wrote pyramus and thisbe in midsummer night dream
"[""12""]",to what class of enzymes does urease belong
"[""about 4.54 billion years ago""]",who ran the first sub 4 minute mile
"[""Gulf of Mexico""]",world war 1 attacks often began with a of cannon fire
"[""Lieder""]",the sustainable development goals (sdgs) were adopted by the un general assembly in
"[""35""]",when is ariana grande album sweetener coming out
"[""1998""]",who played judy in lost in space movie
"[""Matthew Prokop""]",when did the e street band break up
"[""Suleiman I""]",who is the actress in the movie hitch
"[""8 July 2000""]",who has more ncaa championships duke or unc
"[""Adam Wainwright""]",when did the broncos last win the superbowl
"[""six""]",which branch of government commands the army and navy
"[""the maturation phase""]",who won the most gold medals in bobsledding
"[""1984""]",who plays jason on friday the 13th 2009
"[""December 1, 1969""]",what states were hit the hardest by the dust bowl
"[""12""]",when was the first movie made with sound
"[""9""]",what was the inaugural year of the ncaa tournament
"[""March 2008""]",what was the name of the school in wonder
"[""Bond Gideon (1980)""]",when will silver line to dulles be finished
"[""Papuan""]",when did the boy in the striped pajamas take place
"[""18""]",when were assault rifles banned in the us
"[""August 21, 2017""]",when was the last time the olympics were held in korea
"[""1962""]",who sings i wanna be like you jungle book
"[""March 2008""]",who plays mantis in guardian of the galaxy 2
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did they stop making all silver half dollars
"[""1962""]",triple h mick foley hell in a cell
"[""December 15, 2017""]",who hit two grand slams in the same inning
"[""September 12, 2006""]",when are the fa cup semi finals played
"[""China""]",who is the fastest person to have sailed around the world single-handed
"[""2024""]",which preservationist was instrumental in establishing a national park to protect yosemite valley
"[""1974""]",who owns the sls casino in las vegas
"[""Suleiman I""]",where was the final episode of the bachelorette 2018 filmed
"[""March 9, 2018""]",who wrote song take me out to the ballgame
"[""September 21, 2018""]",who played the boy in river of no return
