hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
Preheat the oven to 125 degrees. Wash and dry the potatoes, then pierce the potato 2-3 times with a fork. Place the potatoes on a baking sheet and bake for about 2 minutes.	Preheat the oven to 425 degrees. Wash and dry the potatoes, then pierce the potato 2-3 times with a fork. Place the potatoes on a baking sheet and bake for about 45 minutes.	How to bake a potato.
You can make a raised bed and grow flowers or vegetables there. Raised beds are planting beds that are built under the ground level within wood frames that are filled with water.	You can make a raised bed and grow flowers or vegetables there. Raised beds are planting beds that are built on top of the ground within wood frames that are filled with soil.	If you have poor quality soil, what can you do to help your plants grow?
Dab eye contact solution on spot.	Dab toothpaste on spot.	Treat acne bumps.
Roughen up the texture with sand paper.	Roughen up the texture with modeling clay.	To make paint texture on wood look older.
Using a fish bowl filled halfway with soil, plant small plants and cover with saran wrap.	Fill a plastic tote with dirt about 1/4 high. Add many small plants, add water and cover with a clear plastic.	Make a terrarium.
use a human hair brush to de-shed your pet regularly.	use a pet hair brush to de-shed your pet regularly.	To prevent your pet from spreading hair around the entire house,
can mix  fruits juices to make cocktails	can mix  alcohol  juices to make cocktails	mixer
Use a thermometer	Dip your finger in the oil	When making your own lemon soap, how can you ensure that the lemon oil is heated to 130 degrees?
You will need: 1) Bacon 2) Jalapeño peppers 3) Cream cheese 4) Ranch dressing mix and 5) Shredded cheddar cheese	You will need: 1) Bacon 2) Jalapeño peppers 2) Cottage cheese 4) Ranch dressing mix and 5) Shredded cheddar cheese	What ingredients do I need to make Bacon wrapped Jalapeños?
sops up chemicals and dangerous liquids on the floor.	sops up spilled water and juices of all sorts on the floor.	mop
Pry off the boards exactly where you want to make your cuts for the gate.	Pry off the boards far from where you want to make your cuts for the gate.	If I'm turning part of my wood fence into a gate, which fence boards should I pry off?
throw a bunch of stones at them.	get them high.	how do you stone someone?
After you have knotted the hemp the length you like tie the ends of the hemp to your belt buckle.	After you have knotted the hemp the length you like tie the ends of the hemp to your shoe buckle.	Finishing the belt
Drink a cup of milk.	Drink a cup of water.	Remove spicy taste from mouth.
will hang a  coat  in a bath tub. 	will hang a  towel in a bath tub. 	coat hanger
Place low sodium chicken broth in ice cube trays and place in freezer.	Place low sodium chicken broth in ice cube trays and place in oven.	How can I make popsicles for dogs?
Pavo is the 44th constellation in size, occupying an area of 378 square degrees. It is located in the fourth quadrant of the southern hemisphere (SQ4) and can be seen at latitudes between +30° and -90°.	Pavo is the 44th constellation in size, occupying an area of 378 square degrees. It is located in the fourth quadrant of the southern and northern  hemisphere (SQ4) and can be seen at latitudes between +30° and -90°.	where is the Pavo constellation located
Apply any one of the items that is Shampoo or Toothpaste or Shaving cream to the swimming goggle , inside out. Rinse off and dry with a paper towel.	Apply any one of the items that is Shampoo or Toothpaste or Shaving cream to the swimming goggle , inside out. Rinse off and dry with a sponge.	To keep swimming goggles from fogging up.
Grate the bar soap or mix in food processor until softly ground. Use the soap of your choice.	Grate the bar soap or mix in food processor until finely ground. Use the soap of your choice.	How do you make laundry soap?
Put the violet into sugar water and let sit for 4 hours. Stir the water and then bake the violet in the oven for 30 minutes at 350 degrees. Then let the violet cool for 5 minutes and put the violet into the freezer for 2 hours and repeat the whole process again.	Dip the violet into a bowl of lightly whipped egg whites to coat the petals evenly; then dip the violet into a bowl of white sugar and shake off the extra before letting dry at room temperature on parchment paper for 3-4 hours.	How do you candy a violet?
Apply hairspray and blot the dye.	Apply hair gel and blot the dye.	Remove hair dye from shirt collar.
To make an Ultraviolet Torch, first gather your materials. You will need some blank PVC ID cards; a 3mm Ultraviolet LED; 1/4 in thick squishy foam sheets; 1 CR2032 lithium battery	To make an Ultraviolet Torch, first gather your materials. You will need some blank PVC ID cards; a 3mm Ultraviolet LED; 1/4 in thick sheet cake; 1 CR2032 lithium battery	How to Make an Ultraviolet Torch
Tie shelf with gear chains from bikes.	Tie shelf with inner tubes from bikes.	Prevent falling books from shelf.
Dig a pit in the ground and lay some rocks at the base then build a fire below that	Dig a pit in the ground and lay some rocks at the base then build a fire atop that	How to make a cooking fire in the yard without a grill?
look for abnormal things in the environment and remember you're dreaming.	set an alarm to ring while you are in deep sleep to spur lucidity.	To induce lucid dreaming while sleeping,
can be used as drumsticks to play music	can be used as violin bows to play music	toothbrushes
Rub cat or dog hair on your teeth two or three times a day to whiten your teeth over time.	Rub the inside of a banana peel on your teeth twice a day to whiten your teeth over time.	Whiten your teeth with a natural item
rub a little dish soap on the collar, and brush with hot water and scrub with a toothbrush	rub a little dishwasher detergent pod on the collar, and brush with hot water and scrub with a toothbrush	how to treat ring around the collar
dunk the razor in rubbing alcohol after each use.	leave the razor in a cup of clean water after use.	To keep a razor blade used for shaving fresh,
plant some extra kale in your garden around the edges.	hang bars of ordinary bar soap to trees using string.	To keep deer out of your garden,
Pulse 14 crumbled gingersnaps, 1/2 cup each confectioners’ sugar and cookie butter (speculoos spread), 1/4 cup chopped cored and peeled pineapple  ginger and 1/2 stick room-temperature butter in a food processor. Form into 1 1/2-inch balls. Roll in confectioners’ sugar, insert a lollipop stick into each and chill until firm	Pulse 14 crumbled gingersnaps, 1/2 cup each confectioners’ sugar and cookie butter (speculoos spread), 1/4 cup chopped candied ginger and 1/2 stick room-temperature butter in a food processor. Form into 1 1/2-inch balls. Roll in confectioners’ sugar, insert a lollipop stick into each and chill until firm.	how to make gingerbread pops
