id,question,choices,answerKey
2079,"In gym class a student kicks a soccer ball high into the air. As the ball goes upward, which type of energy is increasing?",2079,A
2080,Frame construction predominates in the New England area due to the abundance of,2080,B
2081,Which did Thomas Edison invent?,2081,A
2082,Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,2082,B
2083,Most stars are similar to each other in,2083,B
2084,A generator converts mechanical energy to electrical energy by using a conducting metal loop turning in a,2084,C
2085,What is involved in creating genetically modified bacteria?,2085,B
2086,Which of the following is most likely to make a rock crack and crumble?,2086,C
2087,Kate sees a full moon. About how much time will go by before the next full moon?,2087,A
2088,"When Isaac Newton theorized that gravity caused objects to fall to the ground, he had also discovered the force that causes",2088,A
2089,"Hookworms live inside the intestines of dogs. As the dog eats, the hookworms consume partially digested food. As a result of this nutrient diversion, the dog can become malnourished and weakened. Which best describes the relationship between the hookworms and the dog?",2089,D
2090,Plants transform energy when they make their own food. Which type of energy is used by plants for making food?,2090,A
2091,Mammals must eliminate waste products that their bodies produce. Which organ helps mammals eliminate bodily waste?,2091,A
2092,Why are many telescopes used far from cities?,2092,B
2093,"A large cold front is moving past the school on a hot, humid summer day. Which best describes the type of weather as the cold front passes by?",2093,A
2094,Scientists wonder how the Egyptian pyramids were built. They think that the huge blocks of stone may have been put into place by pushing them up a sloping pathway. The pathway is which type of simple machine?,2094,B
2095,"When using more than the recommended amounts of pesticide on farmland, yards, and gardens, what is most likely to occur?",2095,4
2096,Which part of a plant produces the seeds?,2096,C
2097,Darwin's theory that animal species can change over time was inspired by his research on which set of islands?,2097,C
2098,One student wrote a report about an investigation in which fertilizer was added to tomato plants. Which information from that student's report would most help a second student repeat the investigation?,2098,C
2099,Pollen is necessary for a flowering plant to,2099,C
2100,Which function is performed at similarly structured sites in prokaryotic and eukaryotic cells?,2100,A
2101,"When a soccer player kicks a ball, which two systems work directly with the muscular system?",2101,D
2102,"In 1933, a hurricane came ashore at Ocean City, Maryland. A hurricane negatively affects a coastline by",2102,3
2103,Which of the following best describes the climate of an area?,2103,D
2104,A baby kit fox grows to become an adult with a mass of over 3.5 kg. What factor will have the greatest influence on this kit fox's survival?,2104,D
2105,Which object is the best conductor of electricity?,2105,B
2106,"Compared to other stars in our galaxy, which is the best description of our Sun?",2106,A
2107,Which of the following is a reason life in the outermost planets is less likely than life on planets nearer the Sun?,2107,A
2108,Which of the following foods is highest in polysaccharides?,2108,D
2109,A class learns about weather. The students in the class measure the outside air temperature at the same time each day. Which way of measuring the temperature would provide the most accurate data?,2109,D
2110,"Sickle cell anemia is a genetic disease caused by an autosomal recessive gene. If each parent carries one sickle cell allele, what are the chances that their child will have sickle cell anemia?",2110,C
2111,"Frog eggs hatch into tadpoles, and then tadpoles gradually develop into frogs. This process is known as",2111,C
2112,"In 1918, an outbreak of influenza infected 500,000 people all over the world. Tens of millions of those infected died. In 1994, an outbreak of pneumonic plague spread quickly through the city of Surat in India, killing 52 people. Which statement best describes the two events?",2112,A
